Jadwal hari KAMIS SESI 4 (15.00-17.30), Kelas: SI-4B, Mata Kuliah: Keamanan Sistem Informasi, Dosen: Nono, Ruang: L4 R.79 [SI]
Jadwal hari KAMIS SESI 4 (15.00-17.30), Kelas: SI-PIL, Mata Kuliah: Sistem Pendukung Keputusan, Dosen: Didi, Ruang: L4 R.80 [SI]
Jadwal hari KAMIS SESI 4 (15.00-17.30), Kelas: IF-4D, Mata Kuliah: Kecerdasan Buatan, Dosen: Ratna Mufidah, Ruang: L3 Lab Dasar 1 [IF]
Jadwal hari KAMIS SESI 4 (15.00-17.30), Kelas: SI-4A, Mata Kuliah: Jaringan, Dosen: Azhari, Ruang: L3 Lab Dasar 2 [SI]
Jadwal hari KAMIS SESI 4 (15.00-17.30), Kelas: SI-6B, Mata Kuliah: Komputasi Awan, Dosen: Agung, Ruang: L3 Lab Lanjut 1 [SI]
Jadwal hari KAMIS SESI 4 (15.00-17.30), Kelas: IF-6F, Mata Kuliah: Machine Learning, Dosen: Sofi Defiyanti, Ruang: L3 Lab Lanjut 2 [IF]
Jadwal hari KAMIS SESI 4 (15.00-17.30), Kelas: IF-2A, Mata Kuliah: Pancasila, Dosen: R. Bagus Irawan, Ruang: L4 R.75 [IF]
Jadwal hari JUMAT SESI 1 (07.00-09.30), Kelas: IF-4A, Mata Kuliah: Statistika dan Probabilitas, Dosen: Mohamad Jajuli, Ruang: L4 R.75 [IF]
Jadwal hari JUMAT SESI 1 (07.00-09.30), Kelas: SI-4A, Mata Kuliah: MLTI, Dosen: Aziz, Ruang: L4 R.76 [SI]
Jadwal hari JUMAT SESI 1 (07.00-09.30), Kelas: IF-6F, Mata Kuliah: Manajemen Proyek Perangkat Lunak, Dosen: Arip Solehudin, Ruang: L4 R.77 [IF]
Jadwal hari JUMAT SESI 1 (07.00-09.30), Kelas: SI-2C, Mata Kuliah: Bahasa Indonesia, Dosen: Belum ditentukan, Ruang: L4 R.78 [SI]
Jadwal hari JUMAT SESI 1 (07.00-09.30), Kelas: IF-4F, Mata Kuliah: Statistika dan Probabilitas, Dosen: Tesa Nur Padilah, Ruang: L4 R.80 [IF]
Jadwal hari JUMAT SESI 1 (07.00-09.30), Kelas: SI-6A, Mata Kuliah: Komputasi Awan, Dosen: Agung, Ruang: L3 Lab Dasar 1 [SI]
Jadwal hari JUMAT SESI 1 (07.00-09.30), Kelas: SI-PIL, Mata Kuliah: Computer Audit / IS Audit, Dosen: Nina S, Ruang: L3 Lab Dasar 2 [SI]
Jadwal hari JUMAT SESI 1 (07.00-09.30), Kelas: SI-2B, Mata Kuliah: Kewarganegaraan, Dosen: Belum ditentukan, Ruang: L4 R.78 [SI]
Jadwal hari JUMAT SESI 1 (07.00-09.30), Kelas: SI-2C, Mata Kuliah: Manajemen dan Organisasi, Dosen: Aziz, Ruang: L4 R.79 [SI]
Jadwal hari JUMAT SESI 2 (09.30-12.00), Kelas: IF-4B, Mata Kuliah: Statistika dan Probabilitas, Dosen: Mohamad Jajuli, Ruang: L4 R.75 [IF]
Jadwal hari JUMAT SESI 2 (09.30-12.00), Kelas: SI-PIL, Mata Kuliah: Digital and New Media, Dosen: Apriade, Ruang: L4 R.76 [SI]
Jadwal hari JUMAT SESI 2 (09.30-12.00), Kelas: IF-6E, Mata Kuliah: Manajemen Proyek Perangkat Lunak, Dosen: Didi Juardi, Ruang: L4 R.77 [IF]
Jadwal hari JUMAT SESI 2 (09.30-12.00), Kelas: SI-6C, Mata Kuliah: Technopreneur, Dosen: Hannie, Ruang: L4 R.80 [SI]
Jadwal hari JUMAT SESI 2 (09.30-12.00), Kelas: SI-4C, Mata Kuliah: Pemrograman Web, Dosen: Billi, Ruang: L3 Lab Dasar 2 [SI]
Jadwal hari JUMAT SESI 2 (09.30-12.00), Kelas: SI-2A, Mata Kuliah: Kepemimpinan, Dosen: Nina, Ruang: L4 R.78 [SI]
Jadwal hari JUMAT SESI 3 (13.00-15.30), Kelas: SI-2B, Mata Kuliah: Statistik, Dosen: Iqbal Maulana, Ruang: L4 R.76 [SI]
Jadwal hari JUMAT SESI 3 (13.00-15.30), Kelas: IF-6PIL B, Mata Kuliah: Perancangan User Experience, Dosen: Garno, Ruang: L4 R.77 [IF]
Jadwal hari JUMAT SESI 3 (13.00-15.30), Kelas: SI-4A, Mata Kuliah: Bisnis Intelijen, Dosen: Siska, Ruang: L4 R.78 [SI]
Jadwal hari JUMAT SESI 3 (13.00-15.30), Kelas: IF-2B, Mata Kuliah: Metode Numerik, Dosen: Riza Ibnu Adam, Ruang: L4 R.79 [IF]
Jadwal hari JUMAT SESI 3 (13.00-15.30), Kelas: SI-6B, Mata Kuliah: Technopreneur, Dosen: Hannie, Ruang: L4 R.80 [SI]
Jadwal hari JUMAT SESI 3 (13.00-15.30), Kelas: SI-PIL, Mata Kuliah: Teknik Data Mining, Dosen: Yuyun, Ruang: L3 Lab Dasar 1 [SI]
Jadwal hari JUMAT SESI 3 (13.00-15.30), Kelas: SI-4D, Mata Kuliah: Pemrograman Web, Dosen: Billi, Ruang: L3 Lab Dasar 2 [SI]
Jadwal hari JUMAT SESI 4 (15.30-18.00), Kelas: IF-6PIL C, Mata Kuliah: Perancangan User Experience, Dosen: Garno, Ruang: L4 R.77 [IF]
Jadwal hari JUMAT SESI 4 (15.30-18.00), Kelas: SI-4A, Mata Kuliah: Keamanan Sistem Informasi, Dosen: Nono, Ruang: L4 R.78 [SI]
Jadwal hari JUMAT SESI 4 (15.30-18.00), Kelas: SI-6A, Mata Kuliah: Technopreneur, Dosen: Hannie, Ruang: L3 Lab Lanjut 1 [SI]
